HoleID,From_m,To_m,Zn_pct,Pb_pct,Ag_ppm,BD_tonnes_m3,LowRecovery_<=85pct
BX20-001,45.50,47.50,0.020,0.010,0.5,2.590,N
BX20-001,47.50,49.50,0.815,0.047,1.6,2.636,N
BX20-001,49.50,51.00,0.523,0.120,1.1,2.652,N
BX20-001,51.00,52.00,0.020,0.064,0.5,2.588,N
BX20-001,52.00,53.00,0.020,0.010,1.9,2.587,N
BX20-001,53.00,54.00,0.403,0.186,2.7,2.661,N
BX20-001,54.00,55.00,0.440,0.321,1.9,2.592,N
BX20-001,55.00,56.00,0.020,0.087,1.3,2.593,N
BX20-001,56.00,57.50,0.020,0.022,2.0,2.596,N
BX20-001,57.50,59.50,0.020,0.120,0.5,2.585,N
BX20-001,59.50,60.50,0.020,0.010,0.5,2.587,N
BX20-001,60.50,62.00,0.020,0.010,0.5,2.587,N
BX20-001,62.00,64.00,0.020,0.010,0.5,2.587,N
BX20-001,64.00,65.00,0.020,0.038,0.8,2.693,N
BX20-001,65.00,66.00,0.229,0.112,0.5,2.651,N
BX20-001,66.00,68.00,0.338,0.135,2.8,2.570,N
BX20-001,68.00,69.00,0.020,0.010,0.5,2.585,N
BX20-001,69.00,70.50,0.064,0.010,0.5,2.623,N
BX20-001,70.50,71.50,0.261,0.089,1.3,2.690,N
BX20-001,71.50,72.50,0.020,0.010,3.0,2.620,N
BX20-001,72.50,74.00,0.583,0.354,6.4,2.695,N
BX20-001,74.00,75.50,0.210,0.010,0.5,2.616,N
BX20-001,75.50,77.50,0.515,0.115,5.6,2.727,N
BX20-001,77.50,78.50,0.020,0.010,1.1,2.623,N
BX20-001,78.50,80.00,0.825,0.294,1.1,2.666,N
BX20-001,80.00,81.00,0.020,0.010,2.9,2.648,N
BX20-001,81.00,83.00,0.020,0.010,0.5,2.595,N
BX20-001,83.00,84.00,0.020,0.010,0.5,2.628,N
BX20-001,84.00,85.00,0.020,0.068,0.5,2.603,N
BX20-001,85.00,87.00,0.199,0.073,0.7,2.609,N
BX20-001,87.00,88.50,0.020,0.010,2.5,2.608,N
BX20-001,88.50,90.50,0.020,0.010,0.5,2.639,N
BX20-001,90.50,91.50,0.020,0.019,0.5,2.576,N
BX20-001,91.50,92.50,0.020,0.010,1.0,2.617,N
BX20-001,92.50,94.50,0.314,0.043,5.4,2.583,N
BX20-001,94.50,96.00,0.545,0.103,4.8,2.650,N
BX20-001,96.00,98.00,0.020,0.015,0.5,2.634,N
BX20-001,98.00,99.50,0.184,0.214,0.5,2.626,N
BX20-001,99.50,101.00,0.020,0.046,0.5,2.649,N
BX20-001,101.00,102.50,0.225,0.089,0.5,2.642,N
BX20-001,102.50,104.00,0.020,0.010,0.5,2.635,N
BX20-001,104.00,105.50,0.020,0.010,1.4,2.611,N
BX20-001,105.50,106.50,0.020,0.010,1.4,2.620,N
BX20-001,106.50,108.50,0.020,0.096,0.5,2.606,N
BX20-001,108.50,110.00,0.020,0.010,0.5,2.614,N
BX20-001,110.00,111.00,0.020,0.035,0.5,2.576,N
BX20-001,111.00,112.00,0.295,0.148,2.0,2.649,N
BX20-001,112.00,113.50,0.020,0.010,4.5,2.609,N
BX20-001,113.50,115.00,0.444,0.183,2.9,2.625,N
BX20-001,115.00,116.00,0.020,0.010,0.5,2.583,N
BX20-001,116.00,117.00,0.020,0.102,0.5,2.615,N
BX20-001,117.00,118.00,0.516,0.101,4.0,2.659,N
BX20-001,118.00,119.00,0.148,0.126,1.7,2.605,N
BX20-001,119.00,120.50,0.020,0.090,1.1,2.668,N
BX20-001,120.50,122.50,0.020,0.046,0.5,2.670,N
BX20-001,122.50,124.50,0.178,0.141,0.6,2.677,N
BX20-001,124.50,126.50,0.020,0.130,0.9,2.616,N
BX20-001,126.50,127.50,0.066,0.145,0.5,2.625,N
BX20-001,127.50,128.50,0.020,0.053,0.5,2.610,N
BX20-001,128.50,129.50,0.339,0.270,2.5,2.660,N
BX20-001,129.50,131.00,0.020,0.010,0.5,2.626,N
BX20-001,131.00,133.00,0.087,0.091,0.5,2.638,N
BX20-001,133.00,135.00,0.342,0.207,6.7,2.709,N
BX20-001,135.00,137.00,0.333,0.132,2.1,2.632,N
BX20-001,137.00,138.00,0.565,0.154,2.8,2.643,N
BX20-001,138.00,139.00,0.680,0.216,5.0,2.658,N
BX20-001,139.00,140.50,0.020,0.010,0.5,2.688,N
BX20-001,140.50,141.50,0.259,0.370,0.5,2.670,N
BX20-001,141.50,143.50,0.020,0.015,0.5,2.633,N
BX20-001,143.50,145.00,0.020,0.010,0.5,2.687,N
BX20-001,145.00,146.50,0.020,0.010,0.5,2.616,N
BX20-001,146.50,148.00,0.859,0.382,5.2,2.703,N
BX20-001,148.00,149.00,0.020,0.101,1.5,2.569,N
BX20-001,149.00,151.00,0.056,0.017,1.2,2.612,N
BX20-001,151.00,152.50,0.020,0.050,0.5,2.589,N
BX20-001,152.50,154.00,0.020,0.010,1.4,2.641,N
BX20-001,154.00,156.00,0.020,0.119,3.5,2.611,N
BX20-001,156.00,157.00,0.020,0.189,0.5,2.667,N
BX20-001,157.00,158.50,0.020,0.010,1.5,2.616,N
BX20-001,158.50,160.00,0.440,0.041,2.5,2.663,N
BX20-001,160.00,161.50,0.020,0.106,2.1,2.581,N
BX20-001,161.50,162.50,0.020,0.010,0.5,2.634,N
BX20-001,162.50,163.50,0.052,0.148,0.5,2.625,N
BX20-001,163.50,164.50,0.020,0.092,0.5,2.602,N
BX20-001,164.50,166.00,0.020,0.010,0.5,2.616,N
BX20-001,166.00,168.00,0.613,0.317,0.9,2.641,N
BX20-001,168.00,170.00,0.020,0.010,1.2,2.624,N
BX20-001,170.00,171.00,0.020,0.017,0.5,2.596,N
BX20-001,171.00,173.00,0.331,0.093,4.5,2.622,N
BX20-001,173.00,174.50,0.020,0.089,0.9,2.626,N
BX20-001,174.50,176.50,0.020,0.094,0.5,2.613,N
BX20-001,176.50,178.50,0.584,0.293,0.5,2.736,N
BX20-001,178.50,179.50,0.020,0.010,2.5,2.626,N
BX20-001,179.50,180.50,0.020,0.010,0.5,2.624,N
BX20-001,180.50,182.50,0.020,0.080,0.5,2.610,N
BX20-001,182.50,184.50,0.644,0.322,4.5,2.631,N
BX20-001,184.50,186.00,0.020,0.010,0.5,2.650,N
BX20-001,186.00,187.50,0.020,0.025,2.0,2.666,N
BX20-001,187.50,189.00,0.020,0.010,0.5,2.618,N
BX20-001,189.00,190.00,0.020,0.043,1.5,2.608,N
BX20-001,190.00,191.50,0.082,0.071,0.5,2.607,N
BX20-001,191.50,192.50,0.151,0.216,0.5,2.546,N
BX20-001,192.50,193.50,0.020,0.010,0.5,2.640,N
BX20-001,193.50,194.50,0.020,0.099,0.5,2.650,N
BX20-001,194.50,195.50,0.297,0.170,3.0,2.643,N
BX20-001,195.50,197.00,0.020,0.010,2.5,2.565,N
BX20-001,197.00,198.50,0.020,0.017,0.5,2.620,N
BX20-001,198.50,200.00,0.386,0.164,4.9,2.657,N
BX20-001,200.00,201.00,0.020,0.010,0.9,2.619,N
BX20-001,201.00,202.00,0.020,0.010,1.7,2.603,N
BX20-001,202.00,203.00,0.020,0.132,0.5,2.588,N
BX20-001,203.00,205.00,0.020,0.010,0.5,2.625,N
BX20-001,205.00,206.00,0.020,0.143,1.2,2.600,N
BX20-001,206.00,207.50,0.020,0.068,0.5,2.617,N
BX20-001,207.50,208.50,0.053,0.010,0.5,2.683,N
BX20-001,208.50,210.50,0.232,0.092,2.9,2.594,N
BX20-001,210.50,211.50,0.335,0.314,1.7,2.630,N
BX20-001,211.50,212.50,0.263,0.145,1.1,2.644,N
BX20-001,212.50,213.50,0.024,0.046,0.6,2.681,N
BX20-001,213.50,214.50,0.082,0.010,0.5,2.641,N
BX20-001,214.50,216.50,0.071,0.010,0.5,2.652,N
BX20-001,216.50,217.50,0.607,0.185,2.8,2.599,N
BX20-001,217.50,219.50,0.020,0.076,2.3,2.641,N
BX20-001,219.50,221.50,0.020,0.010,0.5,2.667,N
BX20-001,221.50,223.50,0.020,0.010,0.5,2.615,N
BX20-001,223.50,224.50,0.020,0.299,0.5,2.577,N
BX20-001,224.50,225.50,0.082,0.126,0.5,2.655,N
BX20-001,225.50,227.00,0.020,0.010,1.1,2.644,N
BX20-001,227.00,228.00,0.071,0.106,0.5,2.644,N
BX20-001,228.00,229.50,0.821,0.392,6.8,2.608,N
BX20-001,229.50,231.50,0.020,0.064,0.5,2.645,N
BX20-001,231.50,233.50,0.020,0.010,0.5,2.674,N
BX20-001,233.50,234.50,0.020,0.010,0.5,2.605,N
BX20-001,234.50,235.50,0.347,0.028,0.5,2.623,N
BX20-001,235.50,236.50,0.081,0.051,0.5,2.627,N
BX20-001,236.50,237.50,0.020,0.073,1.2,2.593,N
BX20-001,237.50,239.50,0.020,0.066,0.5,2.639,N
BX20-001,239.50,241.50,0.020,0.010,0.5,2.594,N
BX20-001,241.50,243.00,0.020,0.084,0.5,2.600,N
BX20-001,243.00,244.50,0.438,0.074,0.8,2.636,N
BX20-001,244.50,245.50,0.236,0.175,3.3,2.641,N
BX20-001,245.50,247.00,0.020,0.027,1.5,2.594,N
BX20-001,247.00,249.00,0.020,0.010,1.5,2.636,N
BX20-001,249.00,251.00,0.375,0.026,1.8,2.578,N
BX20-001,251.00,252.50,0.020,0.010,0.5,2.619,N
BX20-001,252.50,254.00,0.333,0.113,2.1,2.645,N
BX20-001,254.00,256.00,0.020,0.010,0.5,2.605,N
BX20-001,256.00,257.00,0.232,0.030,4.1,2.652,N
BX20-001,257.00,259.00,0.039,0.116,0.5,2.634,N
BX20-001,259.00,260.00,0.143,0.010,0.5,2.635,N
BX20-001,260.00,262.00,0.020,0.053,0.6,2.569,N
BX20-001,262.00,263.00,0.189,0.093,3.5,2.693,N
BX20-001,263.00,264.00,0.020,0.010,0.5,2.644,N
BX20-001,264.00,265.50,0.020,0.010,0.5,2.631,N
BX20-001,265.50,266.50,0.155,0.224,0.5,2.714,N
BX20-001,266.50,268.00,0.032,0.010,0.5,2.619,N
BX20-002,0.00,1.50,2.205,0.657,15.0,2.731,N
BX20-002,1.50,2.50,3.143,1.097,19.9,2.851,N
BX20-002,2.50,4.00,2.417,0.935,13.2,2.784,N
BX20-002,4.00,5.50,1.984,0.881,11.0,2.687,N
BX20-002,5.50,6.50,2.672,1.062,13.8,2.775,N
BX20-002,6.50,8.00,2.284,0.825,12.2,2.739,N
BX20-002,8.00,10.00,2.769,1.105,19.0,2.796,N
BX20-002,10.00,12.00,2.451,0.932,16.5,2.783,N
BX20-002,12.00,13.00,2.055,0.766,13.2,2.760,N
BX20-002,13.00,14.00,2.224,0.931,10.8,2.758,N
BX20-002,14.00,15.00,2.273,0.808,10.1,2.792,N
BX20-002,15.00,16.00,2.437,0.835,16.0,2.790,N
BX20-002,16.00,17.00,2.025,0.859,14.1,2.777,N
BX20-002,17.00,19.00,2.062,0.883,16.7,2.770,N
BX20-002,19.00,20.50,2.782,1.074,19.8,2.735,N
BX20-002,20.50,21.50,2.007,0.711,14.0,2.708,N
BX20-002,21.50,23.00,2.208,0.778,12.7,2.787,N
BX20-002,23.00,25.00,2.105,0.820,12.9,2.761,N
BX20-002,25.00,26.00,1.496,0.429,8.5,2.683,N
BX20-002,26.00,27.00,1.779,0.632,7.6,2.776,N
BX20-002,27.00,29.00,1.914,0.724,13.5,2.741,N
BX20-002,29.00,30.00,1.715,0.644,11.4,2.697,N
BX20-002,30.00,31.50,1.783,0.590,9.3,2.696,N
BX20-002,31.50,32.50,2.272,0.867,10.0,2.779,N
BX20-002,32.50,33.50,1.889,0.769,9.8,2.717,N
BX20-002,33.50,35.50,1.791,0.440,8.1,2.781,N
BX20-002,35.50,36.50,1.973,0.641,10.3,2.740,N
BX20-002,36.50,38.50,1.910,0.665,12.6,2.680,N
BX20-002,38.50,39.50,1.764,0.697,11.7,2.711,N
BX20-002,39.50,40.50,1.848,0.653,10.7,2.697,N
BX20-002,40.50,41.50,1.616,0.613,9.8,2.682,N
BX20-002,41.50,42.50,1.988,0.754,10.9,2.735,N
BX20-002,42.50,43.50,1.266,0.450,8.8,2.733,N
BX20-002,43.50,45.50,2.124,0.894,10.6,2.753,N
BX20-002,45.50,47.00,1.510,0.562,9.1,2.722,N
BX20-002,47.00,49.00,1.336,0.525,9.4,2.705,N
BX20-002,49.00,50.00,1.648,0.513,8.2,2.796,N
BX20-002,50.00,51.00,1.055,0.544,9.1,2.681,N
BX20-002,51.00,52.50,1.724,0.551,7.7,2.718,N
BX20-002,52.50,54.00,1.979,0.669,11.0,2.705,N
BX20-002,54.00,56.00,1.766,0.606,11.1,2.720,N
BX20-002,56.00,57.00,1.665,0.659,9.3,2.717,N
BX20-002,57.00,59.00,0.662,0.221,1.8,2.649,N
BX20-002,59.00,60.50,1.139,0.352,6.7,2.742,N
BX20-002,60.50,62.50,1.394,0.481,7.3,2.701,N
BX20-002,62.50,63.50,1.367,0.559,4.4,2.743,N
BX20-002,63.50,65.00,1.760,0.659,10.2,2.726,N
BX20-002,65.00,66.00,1.121,0.632,5.4,2.710,N
BX20-002,66.00,67.00,1.182,0.538,5.8,2.674,N
BX20-002,67.00,68.50,1.883,0.755,11.6,2.720,N
BX20-002,68.50,70.00,1.155,0.617,6.6,2.697,N
BX20-002,70.00,72.00,0.843,0.304,5.8,2.654,N
BX20-002,72.00,74.00,0.927,0.151,8.6,2.690,N
BX20-002,74.00,75.50,1.585,0.453,10.2,2.694,N
BX20-002,75.50,76.50,1.486,0.595,11.3,2.799,N
BX20-002,76.50,77.50,1.209,0.374,6.3,2.673,N
BX20-002,77.50,79.50,0.996,0.281,5.1,2.678,N
BX20-002,79.50,80.50,0.781,0.409,10.3,2.609,N
BX20-002,80.50,82.50,0.945,0.384,9.9,2.646,N
BX20-002,82.50,83.50,0.898,0.332,4.3,2.730,N
BX20-002,83.50,85.00,0.968,0.302,8.2,2.648,N
BX20-002,85.00,86.00,1.082,0.341,8.9,2.703,N
BX20-002,86.00,87.50,1.251,0.393,8.5,2.719,N
BX20-002,87.50,88.50,1.442,0.712,8.6,2.695,N
BX20-002,88.50,90.50,0.901,0.253,3.3,2.682,N
BX20-002,90.50,92.00,0.591,0.353,5.4,2.638,N
BX20-002,92.00,93.00,0.453,0.122,3.5,2.633,N
BX20-002,93.00,94.50,0.787,0.244,9.5,2.689,N
BX20-002,94.50,96.50,1.384,0.416,8.1,2.734,N
BX20-002,96.50,98.50,1.588,0.548,8.2,2.749,N
BX20-002,98.50,99.50,0.445,0.178,1.5,2.663,N
BX20-002,99.50,100.50,0.533,0.215,3.6,2.704,N
BX20-002,100.50,102.00,0.872,0.261,9.3,2.686,N
BX20-002,102.00,104.00,0.020,0.080,0.5,2.615,Y
BX20-002,104.00,105.00,0.742,0.347,5.9,2.692,N
BX20-002,105.00,107.00,0.167,0.189,1.2,2.642,Y
BX20-002,107.00,109.00,0.306,0.010,0.5,2.642,N
BX20-002,109.00,110.50,0.679,0.216,5.2,2.674,N
BX20-002,110.50,112.00,0.679,0.202,5.4,2.670,N
BX20-002,112.00,113.00,0.440,0.104,1.0,2.703,N
BX20-002,113.00,114.00,0.511,0.202,3.6,2.655,N
BX20-002,114.00,115.50,0.556,0.295,1.3,2.674,N
BX20-002,115.50,117.00,1.350,0.718,6.8,2.757,N
BX20-002,117.00,118.00,1.181,0.449,6.8,2.724,N
BX20-002,118.00,120.00,0.689,0.316,2.4,2.656,N
BX20-002,120.00,121.00,0.456,0.074,3.1,2.687,Y
BX20-002,121.00,122.00,0.612,0.076,5.5,2.711,N
BX20-002,122.00,123.00,0.937,0.213,2.2,2.690,N
BX20-002,123.00,124.00,0.697,0.323,5.1,2.651,N
BX20-002,124.00,125.00,0.787,0.337,4.1,2.650,N
BX20-002,125.00,126.00,0.640,0.245,8.1,2.675,N
BX20-002,126.00,127.50,0.673,0.186,5.7,2.669,N
BX20-002,127.50,128.00,0.719,0.348,4.9,2.727,N
BX20-003,0.00,1.00,4.002,1.367,22.4,2.929,N
BX20-003,1.00,2.00,4.475,1.484,26.5,2.863,N
BX20-003,2.00,3.50,4.218,1.510,27.2,2.908,N
BX20-003,3.50,5.00,4.975,1.696,31.3,2.908,N
BX20-003,5.00,7.00,4.108,1.470,23.0,2.857,N
BX20-003,7.00,8.00,5.012,1.707,32.1,2.933,N
BX20-003,8.00,10.00,3.948,1.415,25.8,2.837,N
BX20-003,10.00,12.00,4.269,1.503,27.5,2.835,N
BX20-003,12.00,13.00,3.698,1.445,18.6,2.860,N
BX20-003,13.00,14.50,3.738,1.332,23.5,2.837,N
BX20-003,14.50,15.50,4.536,1.617,29.1,2.886,N
BX20-003,15.50,16.50,4.871,1.665,30.4,2.904,N
BX20-003,16.50,17.50,4.492,1.590,28.4,2.906,N
BX20-003,17.50,19.00,4.329,1.455,27.7,2.861,N
BX20-003,19.00,20.50,4.595,1.667,26.1,2.853,N
BX20-003,20.50,22.50,4.243,1.437,25.7,2.834,N
BX20-003,22.50,23.50,4.739,1.598,25.9,2.866,Y
BX20-003,23.50,24.50,4.136,1.530,24.4,2.845,N
BX20-003,24.50,26.00,3.814,1.296,24.1,2.859,N
BX20-003,26.00,27.00,4.521,1.494,28.7,2.908,N
BX20-003,27.00,28.50,4.565,1.651,27.1,2.884,N
BX20-003,28.50,29.50,4.434,1.613,26.3,2.861,N
BX20-003,29.50,30.50,4.443,1.666,24.9,2.886,N
BX20-003,30.50,32.50,4.366,1.620,27.6,2.828,N
BX20-003,32.50,34.00,4.100,1.489,22.5,2.813,N
BX20-003,34.00,36.00,4.789,1.674,27.5,2.920,N
BX20-003,36.00,38.00,5.086,1.716,33.5,2.960,N
BX20-003,38.00,39.50,3.851,1.276,23.7,2.875,N
BX20-003,39.50,41.00,4.078,1.429,23.1,2.834,N
BX20-003,41.00,42.00,4.420,1.447,21.6,2.946,N
BX20-003,42.00,43.00,4.523,1.668,20.9,2.882,N
BX20-003,43.00,44.00,4.308,1.730,25.2,2.920,N
BX20-003,44.00,46.00,4.785,1.751,30.1,2.895,N
BX20-003,46.00,48.00,3.923,1.453,22.2,2.913,N
BX20-003,48.00,49.00,4.267,1.566,26.9,2.932,N
BX20-003,49.00,50.00,3.891,1.486,20.8,2.868,N
BX20-003,50.00,51.50,3.971,1.403,24.4,2.904,N
BX20-003,51.50,52.50,4.501,1.732,25.4,2.926,N
BX20-003,52.50,54.00,4.637,1.494,30.1,2.896,N
BX20-003,54.00,55.00,4.817,1.787,30.6,2.882,N
BX20-003,55.00,56.00,4.834,1.635,29.5,2.913,N
BX20-003,56.00,58.00,4.101,1.672,25.8,2.912,N
BX20-003,58.00,59.00,4.797,1.630,27.2,2.873,N
BX20-003,59.00,60.00,4.629,1.673,27.3,2.896,N
BX20-003,60.00,61.00,4.837,1.542,28.5,2.896,N
BX20-003,61.00,62.00,5.206,1.835,30.2,3.007,N
BX20-003,62.00,63.50,4.753,1.742,29.9,2.933,N
BX20-003,63.50,65.50,4.482,1.769,24.5,2.891,N
BX20-003,65.50,67.00,4.649,1.620,30.5,2.907,N
BX20-003,67.00,69.00,4.218,1.429,25.0,2.872,N
BX20-003,69.00,71.00,4.632,1.538,30.6,2.957,N
BX20-003,71.00,73.00,4.252,1.449,29.5,2.896,N
BX20-003,73.00,74.50,3.965,1.311,24.0,2.866,N
BX20-003,74.50,76.00,4.184,1.493,25.6,2.869,N
BX20-003,76.00,77.00,4.719,1.629,27.7,2.907,N
BX20-003,77.00,78.00,4.426,1.627,26.9,2.906,N
BX20-003,78.00,79.50,4.966,1.986,29.9,2.938,N
BX20-003,79.50,81.00,4.849,1.830,29.1,2.931,N
BX20-003,81.00,83.00,4.080,1.570,26.5,2.843,N
BX20-003,83.00,84.50,4.903,1.788,31.0,2.904,N
BX20-003,84.50,85.50,4.627,1.584,24.4,2.903,N
BX20-003,85.50,86.50,5.426,1.932,29.9,2.920,N
BX20-003,86.50,88.00,3.959,1.264,23.7,2.880,N
BX20-003,88.00,89.00,4.626,1.600,25.6,2.918,N
BX20-003,89.00,90.00,4.623,1.700,29.3,2.946,N
BX20-003,90.00,92.00,4.263,1.552,25.3,2.926,N
BX20-003,92.00,93.50,4.675,1.822,28.7,2.940,N
BX20-003,93.50,94.50,4.186,1.589,23.6,2.849,N
BX20-003,94.50,95.50,4.294,1.526,24.1,2.859,N
BX20-003,95.50,96.50,4.864,1.691,28.9,2.905,N
BX20-003,96.50,98.00,4.711,1.590,26.3,2.903,N
BX20-003,98.00,99.50,4.393,1.657,26.2,2.882,Y
BX20-003,99.50,100.50,4.479,1.473,22.6,2.846,N
BX20-003,100.50,101.50,4.160,1.510,23.1,2.851,N
BX20-003,101.50,102.50,5.012,1.838,30.0,2.877,N
BX20-003,102.50,103.50,5.012,1.796,31.5,2.873,N
BX20-003,103.50,105.50,4.380,1.713,27.2,2.856,N
BX20-003,105.50,107.50,5.203,1.725,27.6,2.872,N
BX20-003,107.50,109.00,5.025,1.826,30.3,2.904,N
BX20-003,109.00,110.50,4.154,1.543,25.6,2.926,N
BX20-003,110.50,111.50,4.284,1.543,26.2,2.849,N
BX20-003,111.50,112.50,4.245,1.518,22.7,2.842,N
BX20-003,112.50,113.50,4.239,1.450,29.6,2.804,N
BX20-003,113.50,114.50,5.188,1.739,31.8,2.939,N
BX20-003,114.50,116.00,4.386,1.262,26.6,2.862,N
BX20-003,116.00,117.00,4.612,1.659,30.6,2.916,Y
BX20-003,117.00,118.00,4.779,1.498,30.5,2.928,N
BX20-003,118.00,119.00,3.887,1.279,21.2,2.845,N
BX20-003,119.00,120.00,4.653,1.566,25.5,2.863,N
BX20-003,120.00,121.00,4.775,1.574,29.1,2.843,Y
BX20-003,121.00,122.00,4.566,1.649,28.8,2.913,N
BX20-003,122.00,123.00,4.616,1.565,25.5,2.873,N
BX20-003,123.00,124.00,4.227,1.301,27.6,2.854,N
BX20-003,124.00,125.50,4.544,1.558,29.6,2.939,N
BX20-003,125.50,127.50,4.605,1.604,27.8,2.913,N
BX20-003,127.50,129.00,4.425,1.475,22.6,2.925,N
BX20-003,129.00,130.00,4.150,1.262,23.5,2.865,N
BX20-003,130.00,131.00,4.711,1.639,26.9,2.917,N
BX20-003,131.00,132.50,4.416,1.592,22.9,2.844,N
BX20-003,132.50,133.50,3.784,1.356,20.8,2.815,Y
BX20-003,133.50,134.50,4.556,1.509,27.4,2.847,N
BX20-003,134.50,136.50,3.527,1.258,21.4,2.864,N
BX20-003,136.50,137.50,4.286,1.579,23.8,2.931,N
BX20-003,137.50,138.50,4.498,1.697,27.2,2.896,N
BX20-003,138.50,140.50,4.442,1.688,23.6,2.869,N
BX20-003,140.50,141.50,4.539,1.610,29.5,2.906,N
BX20-003,141.50,142.50,4.017,1.297,25.0,2.836,N
BX20-003,142.50,144.50,4.151,1.469,24.3,2.838,N
BX20-003,144.50,146.50,4.533,1.584,25.1,2.894,N
BX20-003,146.50,147.50,4.787,1.767,29.8,2.876,N
BX20-003,147.50,149.50,5.271,1.848,30.4,2.958,N
BX20-003,149.50,150.50,3.751,1.297,22.2,2.869,N
BX20-003,150.50,151.50,4.071,1.304,26.1,2.856,N
BX20-003,151.50,152.50,4.146,1.621,27.5,2.843,N
BX20-003,152.50,153.50,4.119,1.463,29.7,2.921,N
BX20-003,153.50,154.50,4.105,1.412,25.1,2.857,N
BX20-003,154.50,155.50,4.292,1.631,26.2,2.887,N
BX20-003,155.50,157.50,4.270,1.607,29.1,2.848,N
BX20-003,157.50,158.50,4.306,1.439,26.5,2.885,N
BX20-003,158.50,160.00,3.806,1.342,21.3,2.816,N
BX20-003,160.00,162.00,4.527,1.560,30.3,2.912,N
BX20-003,162.00,163.00,4.112,1.650,24.3,2.872,N
BX20-003,163.00,164.00,3.895,1.371,25.2,2.842,N
BX20-003,164.00,166.00,4.259,1.550,25.8,2.795,N
BX20-003,166.00,168.00,4.396,1.575,25.5,2.873,N
BX20-003,168.00,169.00,4.376,1.523,25.6,2.880,N
BX20-003,169.00,170.50,4.875,1.630,29.2,2.923,N
BX20-003,170.50,172.00,3.975,1.416,24.5,2.825,N
BX20-003,172.00,174.00,4.680,1.553,29.6,2.866,N
BX20-003,174.00,175.00,3.492,1.139,18.7,2.833,N
BX20-003,175.00,177.00,4.337,1.595,25.1,2.898,N
BX20-003,177.00,179.00,4.514,1.398,26.3,2.887,N
BX20-003,179.00,180.00,3.902,1.396,22.3,2.839,N
BX20-003,180.00,182.00,3.706,1.260,22.1,2.829,N
BX20-003,182.00,183.50,4.653,1.750,24.5,2.881,N
BX20-003,183.50,185.50,2.964,1.051,16.6,2.792,N
BX20-003,185.50,186.50,4.444,1.660,29.0,2.863,N
BX20-003,186.50,187.50,4.285,1.322,25.4,2.911,N
BX20-003,187.50,189.50,3.810,1.431,24.5,2.829,N
BX20-003,189.50,190.50,4.204,1.583,29.1,2.897,N
BX20-003,190.50,191.50,4.304,1.389,23.3,2.898,N
BX20-003,191.50,192.50,4.031,1.232,27.1,2.941,N
BX20-003,192.50,193.50,3.440,1.135,23.6,2.839,N
BX20-003,193.50,195.00,4.229,1.499,23.2,2.848,N
BX20-003,195.00,196.50,3.662,1.102,21.5,2.788,N
BX20-003,196.50,197.50,4.420,1.625,26.2,2.851,N
BX20-003,197.50,199.50,4.034,1.344,23.0,2.812,N
BX20-003,199.50,201.50,3.685,1.223,16.9,2.824,N
BX20-003,201.50,203.00,4.339,1.728,25.0,2.880,Y
BX20-003,203.00,204.00,3.995,1.260,23.8,2.860,N
BX20-003,204.00,206.00,3.761,1.265,20.4,2.826,N
BX20-003,206.00,207.00,3.848,1.265,22.8,2.879,N
